Concurso;Data Sorteio;Dezena_1;Dezena_2;Dezena_3;Dezena_4;Dezena_5;Dezena_6;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1266;16/03/2011;39;6;42;10;60;33;38.583.902,00;0;;;0;106;21.310,49;8019;402,42;SIM;23.191.400,61;27.000.000,00;10.980.790,71
1267;19/03/2011;47;58;4;41;20;30;43.579.250,00;0;;;0;56;45.560,13;5172;704,71;SIM;27.891.287,17;33.000.000,00;11.652.203,09
1268;23/03/2011;17;53;60;44;16;3;47.680.918,00;0;;;0;123;22.695,13;8836;451,31;SIM;33.033.525,87;39.000.000,00;12.386.808,63
1269;26/03/2011;51;5;27;4;15;17;53.724.824,00;2;GOIÂNIA;GO;19.413.790,51;200;15.726,72;15111;297,35;NÃO;0;17.000.000,00;13.214.530,82
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1270;30/03/2011;31;33;24;5;42;9;30.161.598,00;0;;;0;144;12.262,67;9186;274,61;SIM;18.113.899,54;21.000.000,00;13.679.221,48
1271;04/02/11;2;52;39;59;48;1;39.846.552,00;0;;;0;65;35.889,76;6281;530,58;SIM;22.411.226,22;27.000.000,00;14.293.125,31
1272;04/06/11;28;27;13;35;26;52;42.828.192,00;0;;;0;113;22.189,35;9626;372,11;SIM;27.030.113,51;33.000.000,00;14.952.966,37
1273;04/09/11;60;26;19;58;13;40;50.241.482,00;0;;;0;118;24.927,21;8910;471,6;SIM;32.448.501,08;38.000.000,00;15.727.021,75
1274;13/04/2011;13;59;21;17;40;39;53.983.258,00;0;;;0;166;19.039,00;11088;407,19;SIM;52.984.883,98;59.000.000,00;16.558.725,54
1275;16/04/2011;58;55;14;2;60;48;73.653.244,00;0;;;0;111;38.847,41;11630;529,67;SIM;60.928.157,26;70.000.000,00;17.693.478,88
1276;20/04/2011;9;40;5;22;36;11;97.178.962,00;2;SÃO JOSÉ DOS PINHAIS;PR;35.704.303,03;560;10.159,62;30367;267,64;NÃO;0;2.500.000,00;19.190.685,85
;;;;;;;;;;LIMEIRA;SP;;;;;;;;;
1277;23/04/2011;50;59;18;31;60;12;14.072.746,00;0;;;0;30;27.463,17;1783;660,11;SIM;1.517.701,88;4.000.000,00;19.407.500,42
1278;27/04/2011;4;16;24;56;25;30;26.858.214,00;0;;;0;187;8.408,70;5455;411,79;SIM;4.414.276,70;7.000.000,00;19.821.296,85
1279;30/04/2011;8;29;36;35;14;40;32.711.460,00;0;;;0;98;19.541,91;5880;465,28;SIM;24.514.912,08;28.000.000,00;20.325.272,46
1280;05/04/11;29;6;54;10;20;16;43.424.628,00;0;;;0;97;26.209,43;8585;423,04;SIM;29.198.123,13;35.000.000,00;20.994.302,63
1281;05/07/11;36;14;30;38;11;8;53.275.668,00;1;RIO DE JANEIRO;RJ;34.943.738,22;198;15.752,77;12813;347,75;NÃO;0;2.000.000,00;21.815.104,79
1282;05/11/11;4;39;56;23;52;55;23.599.586,00;0;;;0;37;37.341,85;4203;469,61;SIM;2.545.141,94;5.000.000,00;22.178.696,51
1283;14/05/2011;59;8;60;44;40;30;30.264.746,00;0;;;0;57;31.085,32;4333;584,17;SIM;5.809.100,65;9.000.000,00;22.644.976,34
1284;18/05/2011;26;21;20;36;31;29;30.674.654,00;0;;;0;46;39.040,47;3353;765,14;SIM;21.403.382,14;26.000.000,00;23.117.571,51
1285;21/05/2011;33;10;15;38;31;28;43.657.466,00;0;;;0;127;20.125,56;9744;374,72;SIM;26.111.704,05;32.000.000,00;23.790.188,94
1286;25/05/2011;5;52;2;33;51;28;46.704.214,00;0;;;0;185;14.780,11;12297;317,65;SIM;31.148.608,26;37.000.000,00;24.509.746,70
1287;28/05/2011;33;42;12;31;11;52;54.299.780,00;0;;;0;137;23.204,42;8177;555,39;SIM;37.004.670,64;43.000.000,00;25.346.327,05
1288;06/01/11;42;32;56;40;30;17;64.550.366,00;0;;;0;69;54.770,01;7350;734,52;SIM;43.966.226,83;52.000.000,00;26.340.835,08
1289;06/04/11;13;8;27;1;3;52;82.657.220,00;2;ATIBAIA;SP;26.440.275,46;436;11.099,09;30724;225;NÃO;0;23.000.000,00;27.614.309,97
;;;;;;;;;;BEBEDOURO;SP;;;;;;;;;
1290;06/08/11;14;50;3;23;2;34;39.216.014,00;0;;;0;93;24.687,30;7535;435,28;SIM;24.014.974,07;30.000.000,00;28.218.499,29
1291;06/11/11;18;57;58;40;47;54;48.474.300,00;0;;;0;49;57.917,35;5416;748,56;SIM;29.242.776,55;35.000.000,00;28.965.328,24
1292;15/06/2011;30;31;23;9;54;11;49.790.146,00;0;;;0;128;22.773,34;10397;400,52;SIM;34.612.488,92;40.000.000,00;29.732.430,01
1293;18/06/2011;24;50;1;44;13;40;57.303.466,00;0;;;0;163;20.581,95;11182;428,6;SIM;40.792.489,49;50.000.000,00;30.615.287,25
1294;22/06/2011;6;50;4;48;29;51;64.840.156,00;0;;;0;148;25.649,30;10401;521,39;SIM;65.385.078,43;72.000.000,00;31.614.260,00
1295;25/06/2011;20;2;43;15;5;57;74.795.498,00;1;SANTO ANDRÉ;SP;73.451.540,26;314;13.945,66;20014;312,56;NÃO;0;2.500.000,00;32.766.611,70
1296;29/06/2011;49;43;14;10;53;46;22.389.830,00;0;;;0;48;27.308,81;3607;519,15;SIM;2.414.673,52;5.000.000,00;33.111.565,08
1297;07/02/11;2;56;11;5;59;13;29.736.902,00;0;;;0;100;17.409,61;9538;260,75;SIM;5.621.705,90;9.000.000,00;33.569.712,58
1298;07/06/11;60;14;53;30;15;55;31.765.670,00;1;MANDAGUARI;PR;9.047.534,60;38;48.940,41;4046;656,63;NÃO;0;2.000.000,00;34.059.116,70
1299;07/09/11;56;32;8;22;43;53;24.421.448,00;0;;;0;35;40.850,42;3035;672,98;SIM;15.046.663,45;18.000.000,00;34.435.370,58
1300;13/07/2011;46;43;59;54;44;53;36.367.478,00;2;CODÓ;MA;9.484.391,42;58;36.709,50;3652;832,87;NÃO;0;2.500.000,00;34.995.673,37
;;;;;;;;;;DIVINÓPOLIS;MG;;;;;;;;;
1301;16/07/2011;16;25;3;51;23;56;25.508.528,00;1;BLUMENAU;SC;2.751.015,40;74;20.181,19;5155;413,85;NÃO;0;2.000.000,00;35.388.675,59
1302;20/07/2011;44;15;56;2;10;57;21.695.498,00;0;;;0;63;20.161,47;5084;356,91;SIM;2.339.791,97;5.000.000,00;35.722.931,60
1303;23/07/2011;19;51;54;8;52;46;27.473.682,00;0;;;0;40;40.211,48;3573;643,1;SIM;5.302.743,11;9.000.000,00;36.146.210,35
1304;27/07/2011;35;23;15;7;20;14;28.646.906,00;0;;;0;79;21.229,70;7568;316,58;SIM;17.861.876,13;21.000.000,00;36.587.564,60
1305;30/07/2011;44;11;5;46;36;3;39.487.318,00;0;;;0;136;16.998,55;9982;330,85;SIM;22.120.460,55;27.000.000,00;37.195.933,81
1306;08/03/11;45;6;19;34;43;22;42.754.456,00;0;;;0;167;14.988,50;10694;334,37;SIM;26.731.395,64;32.000.000,00;37.854.638,84
1307;08/06/11;10;47;54;7;43;32;49.555.382,00;1;GUANHÃES;MG;32.075.789,45;153;18.962,37;11019;376,13;NÃO;0;2.000.000,00;38.618.123,69
1308;08/09/11;24;33;7;30;47;8;14.716.496,00;0;;;0;75;11.487,79;4417;278,65;SIM;1.587.128,31;3.800.000,00;38.844.856,31
1309;08/11/11;7;12;25;26;32;39;22.953.932,00;0;;;0;100;13.438,49;6163;311,5;SIM;15.550.756,73;18.000.000,00;39.198.500,63
1310;13/08/2011;14;8;53;9;59;32;35.441.740,00;0;;;0;107;19.392,08;7570;391,57;SIM;19.373.038,14;24.000.000,00;39.744.540,85
1311;17/08/2011;54;7;19;12;45;9;39.404.808,00;0;;;0;253;9.118,47;13609;242,16;SIM;23.622.724,12;29.000.000,00;40.351.638,87
1312;20/08/2011;28;30;29;22;20;5;45.959.796,00;0;;;0;201;13.386,76;10377;370,42;SIM;28.579.345,16;33.000.000,00;41.059.727,61
1313;24/08/2011;39;26;49;1;4;43;48.565.804,00;0;;;0;140;20.309,34;9036;449,52;SIM;33.817.016,06;39.000.000,00;41.807.966,32
1314;27/08/2011;42;44;52;58;60;38;57.336.632,00;0;;;0;122;27.514,75;7797;615,03;SIM;55.369.062,27;63.000.000,00;42.691.334,54
1315;31/08/2011;27;29;1;50;52;38;79.859.638,00;1;Aracaju;SE;63.981.675,84;108;43.290,92;9003;741,88;NÃO;0;2.500.000,00;43.921.707,92
1316;09/03/11;48;34;25;42;13;8;26.185.292,00;1;VINHEDO;SP;2.824.002,29;241;6.361,12;9757;224,45;NÃO;0;2.000.000,00;44.325.136,83
1317;09/08/11;35;29;37;13;6;30;20.544.576,00;0;;;0;67;17.952,11;5004;343,38;SIM;2.215.668,61;4.700.000,00;44.641.660,93
1318;09/10/11;34;46;14;28;11;16;25.462.822,00;0;;;0;140;10.648,09;6962;305,89;SIM;4.961.754,76;8.000.000,00;45.033.958,97
1319;14/09/2011;16;4;18;27;5;51;30.169.434,00;0;;;0;103;17.148,38;7798;323,57;SIM;20.568.151,64;25.000.000,00;45.498.770,35
1320;17/09/2011;38;17;55;41;24;25;44.252.956,00;0;;;0;128;20.240,70;8496;435,63;SIM;25.340.695,29;31.000.000,00;46.180.562,32
1321;21/09/2011;51;59;47;10;60;53;53.135.684,00;1;PETRÓPOLIS;RJ;31.071.213,53;128;24.303,54;11775;377,41;NÃO;0;2.000.000,00;46.999.207,80
1322;24/09/2011;55;43;21;10;47;53;25.427.030,00;0;;;0;54;27.567,36;3738;568,92;SIM;2.742.226,09;5.700.000,00;47.390.954,40
1323;28/09/2011;25;37;15;6;48;55;28.429.866,00;0;;;0;58;28.697,23;5387;441,39;SIM;5.808.298,70;9.000.000,00;47.828.964,79
1324;10/01/11;29;44;51;31;18;57;34.005.492,00;0;;;0;86;23.149,62;5421;524,64;SIM;22.033.754,85;26.000.000,00;48.352.877,16
1325;10/05/11;35;2;20;43;5;16;43.670.856,00;0;;;0;195;13.111,44;14090;259,22;SIM;26.743.520,84;32.000.000,00;49.025.700,88
1326;10/08/11;30;19;10;18;50;11;52.738.340,00;0;;;0;179;17.249,11;13207;333,97;SIM;32.431.186,77;38.000.000,00;49.838.224,59
1327;13/10/2011;41;35;36;16;52;54;58.515.206,00;0;;;0;89;38.492,13;7175;682,09;SIM;38.741.869,73;46.000.000,00;50.739.750,74
1328;15/10/2011;43;27;59;53;23;10;61.651.408,00;1;Teresina;PI;45.390.782,32;213;16.945,58;14179;363,65;NÃO;0;2.000.000,00;51.689.595,42
1329;19/10/2011;43;50;8;7;39;11;25.381.758,00;0;;;0;66;22.514,95;5244;404,81;SIM;19.139.519,77;23.000.000,00;52.080.644,52
1330;22/10/2011;48;8;21;18;49;30;44.818.908,00;0;;;0;76;34.525,57;6768;553,85;SIM;23.973.099,60;30.000.000,00;52.771.155,94
1331;26/10/2011;24;46;39;57;26;9;48.606.926,00;1;PEDRO CANÁRIO;ES;29.215.205,37;157;18.125,57;11461;354,7;NÃO;0;2.000.000,00;53.520.028,21
1332;29/10/2011;5;13;3;24;35;59;27.477.446,00;1;BRASÍLIA;DF;2.963.357,08;150;10.724,53;10790;212,98;NÃO;0;2.000.000,00;53.943.364,94
1333;11/03/11;25;51;26;42;28;33;23.695.356,00;0;;;0;54;25.689,91;3893;509,06;SIM;2.555.470,44;5.000.000,00;54.308.432,16
1334;11/05/11;8;25;27;6;10;1;28.431.066,00;0;;;0;392;4.246,20;16794;141,59;SIM;17.351.264,84;21.000.000,00;54.746.461,03
1335;11/09/11;49;3;51;20;22;14;42.041.302,00;1;GOIÂNIA;GO;21.885.288,49;94;26.184,33;7457;471,52;NÃO;0;2.500.000,00;55.394.178,71
1336;11/12/11;51;54;32;1;38;47;28.618.536,00;1;BARBALHA;CE;3.086.420,09;38;44.091,72;3539;676,33;NÃO;0;2.000.000,00;55.835.095,87
1337;16/11/2011;38;2;45;35;20;51;20.058.304,00;0;;;0;30;39.144,08;2680;625,97;SIM;2.163.225,69;5.000.000,00;56.144.128,12
1338;19/11/2011;19;33;18;43;60;1;30.461.948,00;1;SALVADOR;BA;5.448.452,03;102;17.484,40;6329;402,54;NÃO;0;2.300.000,00;56.613.446,19
1339;23/11/2011;59;10;16;14;7;54;23.396.164,00;0;;;0;58;23.616,19;5087;384,66;SIM;12.323.951,62;16.000.000,00;56.973.903,84
1340;26/11/2011;36;21;13;59;60;30;35.779.136,00;0;;;0;71;29.502,90;6148;486,73;SIM;16.182.620,14;20.000.000,00;57.525.142,22
1341;30/11/2011;11;40;37;20;1;52;40.783.200,00;0;;;0;90;26.529,68;6566;519,48;SIM;20.580.961,40;25.000.000,00;58.153.476,70
1342;12/03/11;5;60;46;42;50;7;47.829.560,00;0;;;0;102;27.452,98;8092;494,35;SIM;25.739.230,68;31.000.000,00;58.890.372,31
1343;12/07/11;51;31;42;20;56;19;49.985.698,00;0;;;0;58;50.455,78;6113;683,89;SIM;31.130.032,72;37.000.000,00;59.660.486,92
1344;12/10/11;19;42;8;36;21;59;58.986.186,00;3;ESTÂNCIA VELHA;RS;12.497.169,80;236;14.632,94;13393;368,35;NÃO;0;20.000.000,00;60.569.269,32
;;;;;;;;;;FLORIANÓPOLIS;SC;;;;;;;;;
;;;;;;;;;;TAUBATÉ;SP;;;;;;;;;
1345;14/12/2011;50;40;26;7;19;17;35.477.030,00;0;;;0;74;28.067,82;6043;491;SIM;19.645.695,09;24.000.000,00;61.115.853,23
1346;17/12/2011;59;47;32;48;40;12;44.171.706,00;1;CURITIBA;PR;24.409.476,19;57;45.369,34;5205;709,77;NÃO;0;2.000.000,00;61.796.393,40
1347;20/12/2011;19;45;54;56;46;9;15.591.154,00;0;;;0;38;24.020,82;2940;443,53;SIM;1.681.457,45;4.000.000,00;62.036.601,62
1348;22/12/2011;38;45;39;7;12;56;24.032.082,00;0;;;0;89;15.808,64;5009;401,26;SIM;4.273.242,73;7.000.000,00;62.406.856,67
1349;24/12/2011;9;19;20;50;60;51;26.205.394,00;1;JUIZ DE FORA;MG;7.099.412,95;168;9.132,18;7012;312,56;NÃO;0;170.000.000,00;72.672.429,30
1350;31/12/2011;4;36;29;55;45;3;549.326.718,00;5;RUSSAS;CE;35.523.497,52;954;33.711,30;85582;536,83;NÃO;0;2.500.000,00;0
;;;;;;;;;;BRASÍLIA;DF;;;;;;;;;
;;;;;;;;;;CARMO DO CAJURU;MG;;;;;;;;;
;;;;;;;;;;BELÉM;PA;;;;;;;;;
;;;;;;;;;;MAUÁ;SP;;;;;;;;;
1351;01/04/12;13;50;41;36;56;33;20.333.424,00;0;;;0;34;35.012,63;3264;521,02;SIM;2.192.896,53;4.700.000,00;313.270,94
1352;01/07/12;35;59;36;9;18;24;27.619.428,00;0;;;0;75;21.559,89;6632;348,3;SIM;5.171.565,92;8.000.000,00;738.795,15
1353;01/11/12;47;11;3;27;32;13;29.111.596,00;1;SÃO LEOPOLDO;RS;8.311.160,99;161;10.586,03;10308;236,2;NÃO;0;2.000.000,00;1.187.308,75
1354;14/01/2012;2;42;8;49;48;38;26.110.882,00;1;INDAIAL;SC;2.815.977,40;71;21.530,61;4842;451,01;NÃO;0;9.500.000,00;1.589.591,26
1355;18/01/2012;39;49;11;24;17;46;28.231.626,00;0;;;0;133;12.427,32;6490;363,81;SIM;10.038.894,30;13.500.000,00;2.024.547,42
1356;21/01/2012;21;46;6;22;13;31;34.891.612,00;0;;;0;90;22.697,17;7070;412,75;SIM;13.801.846,13;18.000.000,00;2.562.111,99
1357;25/01/2012;55;52;26;19;1;24;34.816.916,00;0;;;0;116;17.572,17;6940;419,59;SIM;17.556.742,21;21.500.000,00;3.098.525,73
1358;28/01/2012;16;15;37;3;35;47;41.749.108,00;0;;;0;145;16.856,70;10440;334,45;SIM;22.059.253,65;27.000.000,00;3.741.741,67
1359;02/01/12;12;17;28;53;6;10;43.427.112,00;0;;;0;254;10.009,69;13663;265,83;SIM;39.156.095,15;45.000.000,00;4.410.810,11
1360;02/04/12;50;25;17;16;54;2;57.400.014,00;2;ARAPIRACA;AL;22.673.254,06;112;30.004,55;9880;485,9;NÃO;0;2.500.000,00;5.295.154,83
;;;;;;;;;;ITAÚNA;MG;;;;;;;;;
1361;02/08/12;37;27;44;30;38;23;23.685.136,00;0;;;0;38;36.490,98;3381;585,9;SIM;2.554.368,24;5.000.000,00;5.660.064,59
1362;02/11/12;58;19;12;22;2;36;29.840.642,00;3;VITÓRIA;ES;1.924.196,22;129;13.542,90;8825;282,8;NÃO;0;2.000.000,00;6.119.810,37
;;;;;;;;;;AMERICANA;SP;;;;;;;;;
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1363;15/02/2012;52;25;42;45;35;57;22.238.800,00;0;;;0;36;36.166,13;2744;677,83;SIM;2.398.385,40;5.000.000,00;6.462.436,87
1364;18/02/2012;20;13;40;10;53;44;27.107.626,00;0;;;0;60;26.450,47;4436;511,08;SIM;16.186.627,78;19.000.000,00;6.880.075,89
1365;22/02/2012;50;35;32;26;2;24;20.781.492,00;0;;;0;52;23.397,34;3368;516,05;SIM;18.427.847,04;22.000.000,00;7.200.250,08
1366;25/02/2012;59;44;54;37;27;12;41.492.838,00;1;CUIABÁ;MT;22.902.720,55;124;19.590,46;7974;435,2;NÃO;0;2.000.000,00;7.839.517,74
1367;03/01/12;38;29;43;13;7;2;17.429.746,00;0;;;0;111;9.193,08;6443;226,25;SIM;1.879.743,88;3.800.000,00;8.108.052,58
1368;03/03/12;10;26;29;38;32;21;27.762.382,00;1;MORRETES;PR;4.873.830,43;34;47.804,75;4447;522,13;NÃO;0;2.000.000,00;8.535.779,24
1369;03/07/12;32;24;16;38;5;46;21.682.238,00;0;;;0;195;6.509,72;7636;237,48;SIM;11.093.283,98;14.500.000,00;8.869.830,97
1370;03/10/12;2;27;59;49;4;5;36.211.332,00;2;SALVADOR;BA;7.499.281,75;115;18.434,86;9979;303,49;NÃO;0;2.000.000,00;9.427.728,06
;;;;;;;;;;SALVADOR;BA;;;;;;;;;
1371;14/03/2012;47;11;8;49;3;4;21.159.460,00;0;;;0;101;12.265,25;7421;238,47;SIM;2.281.981,94;5.000.000,00;9.753.725,50
1372;17/03/2012;46;60;58;36;40;3;28.545.872,00;0;;;0;48;34.817,31;4069;586,74;SIM;5.360.565,43;9.000.000,00;10.193.523,16
1373;21/03/2012;52;39;7;27;55;57;29.296.932,00;1;IPATINGA;MG;8.520.148,41;73;23.495,92;6082;402,87;NÃO;0;2.000.000,00;10.644.892,18
1374;24/03/2012;21;33;28;31;43;6;24.212.762,00;0;;;0;32;44.298,35;3575;566,45;SIM;12.062.910,42;15.000.000,00;11.017.930,91
1375;28/03/2012;25;28;53;45;14;58;33.206.740,00;2;FOZ DO IGUAÇU;PR;7.822.077,02;121;16.066,97;7136;389,19;NÃO;0;2.000.000,00;11.529.537,16
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1376;31/03/2012;53;49;21;11;54;9;24.649.260,00;0;;;0;57;25.317,58;4091;503,92;SIM;2.658.346,01;5.500.000,00;11.909.300,90
1377;04/04/12;25;5;13;12;35;2;27.285.304,00;1;RIO DE JANEIRO;RJ;5.600.981,17;175;9.128,17;12352;184,75;NÃO;0;2.000.000,00;12.329.677,36
1378;04/07/12;18;17;59;2;54;5;19.957.006,00;0;;;0;74;15.789,08;5614;297,31;SIM;2.152.301,02;5.000.000,00;12.637.148,96
1379;04/11/12;45;5;36;12;50;58;26.028.118,00;0;;;0;61;24.980,79;5455;399,06;SIM;13.848.344,05;17.000.000,00;13.038.156,32
1380;14/04/2012;52;14;3;60;57;55;40.011.288,00;0;;;0;100;23.424,79;6994;478,46;SIM;18.163.437,01;23.000.000,00;13.654.598,19
1381;18/04/2012;44;30;27;11;40;57;43.151.892,00;1;SÃO PAULO;SP;22.817.234,34;109;23.177,49;7087;509,25;NÃO;0;2.000.000,00;14.319.426,39
1382;20/04/2012;17;27;55;13;5;16;16.820.638,00;0;;;0;70;14.068,17;6131;229,45;SIM;1.814.053,48;4.500.000,00;14.578.576,91
1383;25/04/2012;9;55;23;44;7;46;25.465.080,00;0;;;0;106;14.064,76;6224;342,19;SIM;4.560.383,15;7.500.000,00;14.970.909,73
1384;28/04/2012;56;18;31;2;30;45;32.449.994,00;2;LONDRINA;PR;4.030.007,03;56;33.924,99;5010;541,71;NÃO;0;14.000.000,00;15.470.857,02
;;;;;;;;;;SÃO CAETANO DO SUL;SP;;;;;;;;;
1385;05/02/12;42;37;35;27;59;36;25.027.030,00;1;ITATIBA;SP;13.402.970,05;52;28.177,29;4170;501,95;NÃO;0;2.000.000,00;15.856.440,95
1386;05/05/12;39;56;28;12;51;38;25.071.540,00;0;;;0;27;54.363,88;3462;605,68;SIM;2.703.887,60;6.000.000,00;16.242.710,61
1387;05/09/12;43;27;18;52;50;32;27.838.600,00;0;;;0;47;34.677,09;3492;666,75;SIM;5.706.194,01;9.000.000,00;16.671.611,54
1388;05/12/12;54;31;50;43;29;22;35.078.914,00;0;;;0;48;42.785,64;4047;724,95;SIM;9.489.345,77;14.000.000,00;17.212.061,81
1389;16/05/2012;1;44;39;16;57;28;37.083.342,00;1;CORRENTE;PI;13.488.668,85;146;14.870,28;7397;419,29;NÃO;0;13.000.000,00;17.783.393,69
1390;19/05/2012;29;27;19;4;28;31;33.991.512,00;2;FORTALEZA;CE;6.920.519,93;149;13.356,03;7924;358,77;NÃO;0;2.000.000,00;18.307.090,69
;;;;;;;;;;CORUMBÁ;MS;;;;;;;;;
1391;23/05/2012;19;7;12;34;53;40;21.495.362,00;0;;;0;74;17.006,16;5293;339,65;SIM;2.318.207,92;5.000.000,00;18.638.263,26
1392;26/05/2012;43;8;2;28;33;12;27.785.084,00;0;;;0;116;14.023,20;8651;268,62;SIM;5.314.742,80;10.000.000,00;19.066.339,69
1393;30/05/2012;44;28;18;24;4;39;26.194.122,00;1;GOVERNADOR VALADARES;MG;8.139.697,37;86;17.831,94;5717;383,2;NÃO;0;2.000.000,00;19.469.904,65
1394;06/02/12;11;35;16;46;24;50;24.729.388,00;0;;;0;32;45.243,54;4092;505,44;SIM;11.764.027,65;15.000.000,00;19.850.902,89
1395;06/06/12;5;44;11;19;17;48;36.700.846,00;0;;;0;245;8.770,07;13657;224,75;SIM;15.722.099,73;20.000.000,00;20.416.341,78
1396;06/09/12;52;48;54;58;55;29;38.947.900,00;0;;;0;44;51.823,24;4577;711,7;SIM;19.922.509,60;25.000.000,00;21.016.400,35
1397;13/06/2012;15;56;3;27;4;7;48.213.450,00;0;;;0;249;11.336,06;18115;222,59;SIM;25.122.180,21;31.000.000,00;21.759.210,45
1398;16/06/2012;42;51;14;40;32;33;56.080.918,00;0;;;0;75;43.777,11;7149;656,09;SIM;31.170.332,79;37.000.000,00;22.623.232,27
1399;20/06/2012;39;43;60;57;34;56;65.858.258,00;2;JARAGUÁ;GO;19.136.470,53;648;5.950,16;9834;560,11;NÃO;0;20.000.000,00;23.637.890,60
;;;;;;;;;;CURITIBA;PR;;;;;;;;;
1400;23/06/2012;34;26;9;43;54;53;37.429.448,00;0;;;0;72;30.435,06;6208;504,26;SIM;20.699.395,11;25.000.000,00;24.214.554,83
1401;27/06/2012;12;11;54;33;48;25;41.339.942,00;1;NAVIRAÍ;MS;25.157.779,26;233;10.387,41;11965;288,96;NÃO;0;2.000.000,00;24.851.466,86
1402;30/06/2012;38;10;27;2;21;9;26.330.100,00;0;;;0;101;15.262,45;7929;277,73;SIM;2.839.619,38;6.000.000,00;25.257.126,79
1403;07/04/12;16;39;13;26;42;20;30.848.352,00;0;;;0;95;19.010,85;6176;417,75;SIM;6.166.518,19;10.000.000,00;25.732.398,05
1404;07/07/12;7;32;31;51;27;8;38.186.236,00;0;;;0;88;25.404,89;7470;427,54;SIM;22.089.242,39;27.000.000,00;26.320.721,89
1405;07/11/12;14;17;32;37;39;3;51.310.412,00;1;CURITIBA;PR;27.622.910,73;315;9.536,48;15516;276,58;NÃO;0;2.500.000,00;27.111.245,95
1406;14/07/2012;7;10;38;17;24;57;29.317.880,00;0;;;0;134;12.809,17;9133;268,48;SIM;3.161.842,16;6.000.000,00;27.562.937,71
1407;18/07/2012;53;42;31;43;29;18;31.321.024,00;0;;;0;53;34.598,18;3583;731,11;SIM;6.539.717,17;11.000.000,00;28.045.491,30
1408;21/07/2012;43;39;20;19;24;4;39.008.398,00;0;;;0;118;19.353,93;8075;404,02;SIM;10.746.651,56;16.000.000,00;28.646.481,94
1409;25/07/2012;50;6;47;58;26;19;41.611.002,00;0;;;0;96;25.376,40;6846;508,35;SIM;28.288.400,52;33.000.000,00;29.287.570,12
1410;28/07/2012;54;29;18;42;40;50;57.836.634,00;0;;;0;70;48.372,46;6917;699,32;SIM;34.525.901,60;42.000.000,00;30.178.641,72
1411;08/01/12;32;44;12;8;48;46;78.679.980,00;2;ARAUCÁRIA;PR;21.505.646,36;360;12.795,43;21016;313,11;NÃO;0;3.000.000,00;31.390.840,47
;;;;;;;;;;SÃO BERNARDO DO CAMPO;SP;;;;;;;;;
1412;08/04/12;6;8;37;24;45;41;30.492.424,00;1;COLATINA;ES;3.288.513,09;103;17.331,97;6893;369,98;NÃO;0;2.000.000,00;31.860.628,06
1413;08/07/12;54;33;13;55;45;15;15.152.076,00;0;;;0;70;12.672,64;3887;326,02;SIM;1.634.104,26;4.000.000,00;32.094.071,54
1414;08/09/12;44;49;57;37;21;46;25.733.096,00;0;;;0;36;41.848,78;3349;642,64;SIM;18.502.377,63;22.000.000,00;32.490.533,60
1415;08/11/12;51;49;46;40;36;26;40.685.478,00;0;;;0;39;61.075,63;3766;903,55;SIM;22.890.179,88;28.000.000,00;33.117.362,51
1416;15/08/2012;49;3;19;35;22;24;50.942.620,00;2;BRASÍLIA;DF;14.192.091,49;206;14.477,96;14457;294,71;NÃO;0;2.500.000,00;33.902.220,11
;;;;;;;;;;ESTRELA DO NORTE;SP;;;;;;;;;
1417;18/08/2012;12;56;5;52;45;59;28.704.854,00;4;NOVA GLÓRIA;GO;773.932,30;83;20.247,46;6383;376,11;NÃO;0;2.000.000,00;34.344.467,15
;;;;;;;;;;CORONEL FABRICIANO;MG;;;;;;;;;
;;;;;;;;;;BOM PRINCÍPIO;RS;;;;;;;;;
;;;;;;;;;;GUARULHOS;SP;;;;;;;;;
1418;22/08/2012;7;8;10;27;12;56;24.524.004,00;0;;;0;188;7.637,07;11107;184,66;SIM;2.644.837,54;5.600.000,00;34.722.301,10
1419;25/08/2012;52;21;48;58;30;17;30.791.774,00;0;;;0;56;32.191,40;3828;672,75;SIM;17.872.769,48;22.000.000,00;35.196.700,69
1420;29/08/2012;45;16;18;11;36;2;41.256.602,00;0;;;0;129;18.723,93;9189;375,5;SIM;22.322.165,67;28.000.000,00;35.832.328,73
1421;09/01/12;31;39;59;19;53;44;49.871.110,00;1;SÃO PAULO;SP;27.700.609,77;142;20.561,45;8046;518,39;NÃO;0;2.500.000,00;36.600.677,91
1422;09/05/12;17;44;2;5;13;39;24.685.402,00;1;CAÇAPAVA;SP;2.662.243,82;250;5.780,87;12007;171,94;NÃO;0;2.000.000,00;36.980.998,47
1423;09/08/12;43;8;21;27;3;25;20.301.558,00;3;MANAUS;AM;729.819,96;187;6.355,96;8340;203,59;NÃO;0;2.000.000,00;37.293.778,46
;;;;;;;;;;JABOATÃO DOS GUARARAPES;PE;;;;;;;;;
;;;;;;;;;;MAUÁ;SP;;;;;;;;;
